,Video,Shape_type,Name,Color name,Color BGR,Thickness,Center_X,Center_Y,vertices,center,area,max_vertice_distance,area_cm,Tags,Ear_tag_size
23,R4G67S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,216,126,"[[ 99 120]
 [241  23]
 [310 241]
 [302 237]]",[216 128],18886.5,245,36581.88,"{'Tag_0': (99, 120), 'Tag_1': (241, 23), 'Tag_2': (310, 241), 'Tag_3': (302, 237), 'Center_tag': (216, 128)}",5
24,R3G67S1,polygon,OBJ_1,Red,"(0, 0, 255)",2,304,92,"[[217  22]
 [389  28]
 [300 240]
 [300 239]]",[302  96],18457.5,239,35750.09,"{'Tag_0': (217, 22), 'Tag_1': (389, 28), 'Tag_2': (300, 240), 'Tag_3': (300, 239), 'Center_tag': (302, 96)}",5
25,R3G67S1,polygon,NO_OBJ_1,Red,"(0, 0, 255)",2,389,130,"[[388  35]
 [501 148]
 [298 241]
 [300 238]]",[395 141],16653.0,226,28760.31,"{'Tag_0': (388, 35), 'Tag_1': (501, 148), 'Tag_2': (298, 241), 'Tag_3': (300, 238), 'Center_tag': (395, 141)}",5
26,R3G67S1,polygon,NO_OBJ_2,Red,"(0, 0, 255)",2,426,228,"[[501 147]
 [494 327]
 [300 237]]",[431 237],17775.0,219,38913.45,"{'Tag_0': (501, 147), 'Tag_1': (494, 327), 'Tag_2': (300, 237), 'Center_tag': (431, 237)}",5
27,R3G67S1,polygon,OBJ_2,Red,"(0, 0, 255)",2,389,334,"[[368 444]
 [486 325]
 [301 236]
 [300 238]]",[384 334],16429.5,223,31048.47,"{'Tag_0': (368, 444), 'Tag_1': (486, 325), 'Tag_2': (301, 236), 'Tag_3': (300, 238), 'Center_tag': (384, 334)}",5
28,R3G67S1,polygon,OBJ_3,Red,"(0, 0, 255)",2,284,368,"[[366 444]
 [202 435]
 [300 239]]",[289 372],16513.0,215,34571.97,"{'Tag_0': (366, 444), 'Tag_1': (202, 435), 'Tag_2': (300, 239), 'Center_tag': (289, 372)}",5
29,R3G67S1,polygon,NO_OBJ_3,Red,"(0, 0, 255)",2,197,326,"[[202 435]
 [ 89 308]
 [299 239]
 [302 239]]","(197, 326)",17527.5,223,34588.74,"{'Tag_0': (202, 435), 'Tag_1': (89, 308), 'Tag_2': (299, 239), 'Tag_3': (302, 239), 'Center_tag': (197, 326)}",5
30,R3G67S1,polygon,NO_OBJ_4,Red,"(0, 0, 255)",2,158,218,"[[ 82 311]
 [ 83 135]
 [303 237]
 [302 237]]",[155 227],19374.0,250,41436.44,"{'Tag_0': (82, 311), 'Tag_1': (83, 135), 'Tag_2': (303, 237), 'Tag_3': (302, 237), 'Center_tag': (155, 227)}",5
31,R3G67S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,202,133,"[[ 92 139]
 [218  26]
 [298 236]
 [301 237]]","(202, 133)",17707.5,230,34943.96,"{'Tag_0': (92, 139), 'Tag_1': (218, 26), 'Tag_2': (298, 236), 'Tag_3': (301, 237), 'Center_tag': (202, 133)}",5
32,R4G64S1,polygon,OBJ_1,Red,"(0, 0, 255)",2,302,115,"[[213  32]
 [377  40]
 [302 276]]",[297 116],19652.0,259,42239.61,"{'Tag_0': (213, 32), 'Tag_1': (377, 40), 'Tag_2': (302, 276), 'Center_tag': (297, 116)}",5
33,R4G64S1,polygon,NO_OBJ_1,Red,"(0, 0, 255)",2,388,162,"[[370  59]
 [493 156]
 [302 273]]","(388, 162)",16459.0,224,32480.17,"{'Tag_0': (370, 59), 'Tag_1': (493, 156), 'Tag_2': (302, 273), 'Center_tag': (388, 162)}",5
34,R4G64S1,polygon,NO_OBJ_2,Red,"(0, 0, 255)",2,432,257,"[[490 158]
 [504 340]
 [304 273]]","(432, 257)",17731.0,218,34990.33,"{'Tag_0': (490, 158), 'Tag_1': (504, 340), 'Tag_2': (304, 273), 'Center_tag': (432, 257)}",5
35,R4G64S1,polygon,OBJ_2,Red,"(0, 0, 255)",2,400,356,"[[501 340]
 [396 456]
 [303 274]]","(400, 356)",14949.0,208,29500.34,"{'Tag_0': (501, 340), 'Tag_1': (396, 456), 'Tag_2': (303, 274), 'Center_tag': (400, 356)}",5
36,R4G64S1,polygon,OBJ_3,Red,"(0, 0, 255)",2,305,401,"[[404 467]
 [244 479]
 [302 277]
 [302 275]]",[316 407],15914.0,213,32706.12,"{'Tag_0': (404, 467), 'Tag_1': (244, 479), 'Tag_2': (302, 277), 'Tag_3': (302, 275), 'Center_tag': (316, 407)}",5
37,R4G64S1,polygon,NO_OBJ_3,Red,"(0, 0, 255)",2,216,372,"[[244 477]
 [ 86 368]
 [302 275]
 [303 274]]",[210 373],19191.0,220,34597.62,"{'Tag_0': (244, 477), 'Tag_1': (86, 368), 'Tag_2': (302, 275), 'Tag_3': (303, 274), 'Center_tag': (210, 373)}",5
38,R4G64S1,polygon,NO_OBJ_4,Red,"(0, 0, 255)",2,159,259,"[[ 85 365]
 [ 89 171]
 [303 274]
 [304 274]]",[159 270],21009.5,244,41644.63,"{'Tag_0': (85, 365), 'Tag_1': (89, 171), 'Tag_2': (303, 274), 'Tag_3': (304, 274), 'Center_tag': (159, 270)}",5
39,R4G64S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,206,168,"[[ 96 175]
 [220  55]
 [302 274]
 [304 275]]","(206, 168)",18502.0,235,36511.82,"{'Tag_0': (96, 175), 'Tag_1': (220, 55), 'Tag_2': (302, 274), 'Tag_3': (304, 275), 'Center_tag': (206, 168)}",5
40,R3G68S1,polygon,NO_OBJ_1,Red,"(0, 0, 255)",2,308,93,"[[232  18]
 [386  20]
 [307 242]
 [306 241]]","(308, 93)",17247.5,236,34036.19,"{'Tag_0': (232, 18), 'Tag_1': (386, 20), 'Tag_2': (307, 242), 'Tag_3': (306, 241), 'Center_tag': (308, 93)}",5
41,R3G68S1,polygon,NO_OBJ_2,Red,"(0, 0, 255)",2,393,135,"[[380  35]
 [499 146]
 [305 244]
 [305 241]]",[394 141],16710.5,226,31290.21,"{'Tag_0': (380, 35), 'Tag_1': (499, 146), 'Tag_2': (305, 244), 'Tag_3': (305, 241), 'Center_tag': (394, 141)}",5
42,R3G68S1,polygon,OBJ_1,Red,"(0, 0, 255)",2,430,235,"[[496 150]
 [494 335]
 [309 244]
 [307 240]]",[431 242],17671.5,216,38191.18,"{'Tag_0': (496, 150), 'Tag_1': (494, 335), 'Tag_2': (309, 244), 'Tag_3': (307, 240), 'Center_tag': (431, 242)}",5
43,R3G68S1,polygon,NO_OBJ_3,Red,"(0, 0, 255)",2,395,339,"[[494 336]
 [387 441]
 [307 245]
 [308 242]]","(395, 339)",15012.0,214,29624.66,"{'Tag_0': (494, 336), 'Tag_1': (387, 441), 'Tag_2': (307, 245), 'Tag_3': (308, 242), 'Center_tag': (395, 339)}",5
44,R3G68S1,polygon,NO_OBJ_4,Red,"(0, 0, 255)",2,305,373,"[[385 442]
 [234 449]
 [307 244]
 [307 244]]",[308 378],15222.0,216,34431.86,"{'Tag_0': (385, 442), 'Tag_1': (234, 449), 'Tag_2': (307, 244), 'Tag_3': (307, 244), 'Center_tag': (308, 378)}",5
45,R3G68S1,polygon,OBJ_2,Red,"(0, 0, 255)",2,214,339,"[[228 457]
 [ 88 325]
 [307 247]
 [307 247]]",[207 343],19914.0,220,38167.5,"{'Tag_0': (228, 457), 'Tag_1': (88, 325), 'Tag_2': (307, 247), 'Tag_3': (307, 247), 'Center_tag': (207, 343)}",5
46,R3G68S1,polygon,OBJ_3,Red,"(0, 0, 255)",2,164,232,"[[ 83 329]
 [ 91 148]
 [309 243]
 [308 243]]",[160 239],20066.0,240,40264.24,"{'Tag_0': (83, 329), 'Tag_1': (91, 148), 'Tag_2': (309, 243), 'Tag_3': (308, 243), 'Center_tag': (160, 239)}",5
47,R3G68S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,212,138,"[[ 95 149]
 [234  25]
 [308 244]]",[212 139],19808.5,232,38678.61,"{'Tag_0': (95, 149), 'Tag_1': (234, 25), 'Tag_2': (308, 244), 'Center_tag': (212, 139)}",5
48,R3G66S1,polygon,OBJ_1,Red,"(0, 0, 255)",2,304,82,"[[219  29]
 [395  36]
 [298 235]
 [298 238]]",[303 100],17970.0,242,32926.16,"{'Tag_0': (219, 29), 'Tag_1': (395, 36), 'Tag_2': (298, 235), 'Tag_3': (298, 238), 'Center_tag': (303, 100)}",5
49,R3G66S1,polygon,NO_OBJ_1,Red,"(0, 0, 255)",2,394,139,"[[392  41]
 [493 142]
 [299 235]]","(394, 139)",14493.5,215,28601.45,"{'Tag_0': (392, 41), 'Tag_1': (493, 142), 'Tag_2': (299, 235), 'Center_tag': (394, 139)}",5
50,R3G66S1,polygon,NO_OBJ_2,Red,"(0, 0, 255)",2,427,231,"[[491 141]
 [496 301]
 [300 235]
 [309 232]]",[429 225],15378.5,216,33902.99,"{'Tag_0': (491, 141), 'Tag_1': (496, 301), 'Tag_2': (300, 235), 'Tag_3': (309, 232), 'Center_tag': (429, 225)}",5
51,R3G66S1,polygon,OBJ_2,Red,"(0, 0, 255)",2,401,314,"[[494 303]
 [395 432]
 [299 237]
 [300 235]]",[395 323],16072.5,206,25412.44,"{'Tag_0': (494, 303), 'Tag_1': (395, 432), 'Tag_2': (299, 237), 'Tag_3': (300, 235), 'Center_tag': (395, 323)}",5
52,R3G66S1,polygon,OBJ_3,Red,"(0, 0, 255)",2,301,367,"[[394 432]
 [212 435]
 [299 236]]","(301, 367)",17978.5,217,35478.75,"{'Tag_0': (394, 432), 'Tag_1': (212, 435), 'Tag_2': (299, 236), 'Center_tag': (301, 367)}",5
53,R3G66S1,polygon,NO_OBJ_3,Red,"(0, 0, 255)",2,201,326,"[[209 436]
 [ 97 306]
 [299 237]]","(201, 326)",16994.0,218,33535.94,"{'Tag_0': (209, 436), 'Tag_1': (97, 306), 'Tag_2': (299, 237), 'Center_tag': (201, 326)}",5
54,R3G66S1,polygon,NO_OBJ_4,Red,"(0, 0, 255)",2,159,224,"[[ 87 306]
 [ 81 145]
 [299 236]
 [300 237]]",[156 229],17417.0,234,36817.7,"{'Tag_0': (87, 306), 'Tag_1': (81, 145), 'Tag_2': (299, 236), 'Tag_3': (300, 237), 'Center_tag': (156, 229)}",5
55,R3G66S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,201,137,"[[ 92 149]
 [219  30]
 [296 237]
 [301 236]]","(201, 137)",17404.0,226,34345.03,"{'Tag_0': (92, 149), 'Tag_1': (219, 30), 'Tag_2': (296, 237), 'Tag_3': (301, 236), 'Center_tag': (201, 137)}",5
56,R3G65S1,polygon,NO_OBJ_1,Red,"(0, 0, 255)",2,300,111,"[[227  71]
 [381  73]
 [302 280]
 [300 278]]",[303 141],16152.0,273,43992.97,"{'Tag_0': (227, 71), 'Tag_1': (381, 73), 'Tag_2': (302, 280), 'Tag_3': (300, 278), 'Center_tag': (303, 141)}",5
57,R3G65S1,polygon,NO_OBJ_2,Red,"(0, 0, 255)",2,393,173,"[[379  74]
 [498 200]
 [301 280]]",[392 184],17171.0,234,36287.84,"{'Tag_0': (379, 74), 'Tag_1': (498, 200), 'Tag_2': (301, 280), 'Center_tag': (392, 184)}",5
58,R3G65S1,polygon,OBJ_1,Red,"(0, 0, 255)",2,432,270,"[[500 195]
 [493 353]
 [300 279]]",[431 275],15506.0,219,31938.47,"{'Tag_0': (500, 195), 'Tag_1': (493, 353), 'Tag_2': (300, 279), 'Center_tag': (431, 275)}",5
59,R3G65S1,polygon,NO_OBJ_3,Red,"(0, 0, 255)",2,404,356,"[[494 355]
 [374 479]
 [301 277]]",[389 370],16646.0,207,24922.05,"{'Tag_0': (494, 355), 'Tag_1': (374, 479), 'Tag_2': (301, 277), 'Center_tag': (389, 370)}",5
60,R3G65S1,polygon,NO_OBJ_4,Red,"(0, 0, 255)",2,309,396,"[[372 479]
 [207 478]
 [302 282]
 [305 279]]",[294 411],16618.0,209,35969.14,"{'Tag_0': (372, 479), 'Tag_1': (207, 478), 'Tag_2': (302, 282), 'Tag_3': (305, 279), 'Center_tag': (294, 411)}",5
61,R3G65S1,polygon,OBJ_2,Red,"(0, 0, 255)",2,197,360,"[[ 85 325]
 [207 478]
 [301 278]
 [304 278]]","(197, 360)",19320.5,223,38127.05,"{'Tag_0': (85, 325), 'Tag_1': (207, 478), 'Tag_2': (301, 278), 'Tag_3': (304, 278), 'Center_tag': (197, 360)}",5
62,R3G65S1,polygon,OBJ_3,Red,"(0, 0, 255)",2,160,253,"[[ 83 327]
 [104 159]
 [304 278]
 [303 278]]",[163 254],18025.0,240,34297.67,"{'Tag_0': (83, 327), 'Tag_1': (104, 159), 'Tag_2': (304, 278), 'Tag_3': (303, 278), 'Center_tag': (163, 254)}",5
63,R3G65S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,206,169,"[[299 276]
 [107 161]
 [228  73]]",[211 170],15405.5,227,32463.39,"{'Tag_0': (299, 276), 'Tag_1': (107, 161), 'Tag_2': (228, 73), 'Center_tag': (211, 170)}",5
64,R3G64S1,polygon,OBJ_1,Red,"(0, 0, 255)",2,306,118,"[[202  53]
 [383  61]
 [303 282]
 [303 281]]",[296 131],20270.0,265,41044.72,"{'Tag_0': (202, 53), 'Tag_1': (383, 61), 'Tag_2': (303, 282), 'Tag_3': (303, 281), 'Center_tag': (296, 131)}",5
65,R3G64S1,polygon,NO_OBJ_1,Red,"(0, 0, 255)",2,394,172,"[[381  71]
 [486 167]
 [304 280]]",[390 172],14668.5,225,31627.66,"{'Tag_0': (381, 71), 'Tag_1': (486, 167), 'Tag_2': (304, 280), 'Center_tag': (390, 172)}",5
66,R3G64S1,polygon,OBJ_2,Red,"(0, 0, 255)",2,427,268,"[[505 157]
 [494 344]
 [306 283]
 [304 280]]",[433 260],18338.0,214,34832.46,"{'Tag_0': (505, 157), 'Tag_1': (494, 344), 'Tag_2': (306, 283), 'Tag_3': (304, 280), 'Center_tag': (433, 260)}",5
67,R3G64S1,polygon,NO_OBJ_2,Red,"(0, 0, 255)",2,399,360,"[[492 345]
 [393 474]
 [306 283]
 [305 280]]",[396 366],15314.0,202,26488.93,"{'Tag_0': (492, 345), 'Tag_1': (393, 474), 'Tag_2': (306, 283), 'Tag_3': (305, 280), 'Center_tag': (396, 366)}",5
68,R3G64S1,polygon,OBJ_3,Red,"(0, 0, 255)",2,308,402,"[[395 478]
 [214 474]
 [302 284]
 [305 282]]",[304 410],17755.0,204,32680.47,"{'Tag_0': (395, 478), 'Tag_1': (214, 474), 'Tag_2': (302, 284), 'Tag_3': (305, 282), 'Center_tag': (304, 410)}",5
69,R3G64S1,polygon,NO_OBJ_3,Red,"(0, 0, 255)",2,205,370,"[[214 471]
 [ 96 357]
 [304 284]
 [305 284]]","(205, 370)",16256.5,221,32080.55,"{'Tag_0': (214, 471), 'Tag_1': (96, 357), 'Tag_2': (304, 284), 'Tag_3': (305, 284), 'Center_tag': (205, 370)}",5
70,R3G64S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,167,267,"[[ 94 358]
 [ 91 161]
 [305 284]]",[163 267],20894.5,237,40638.2,"{'Tag_0': (94, 358), 'Tag_1': (91, 161), 'Tag_2': (305, 284), 'Center_tag': (163, 267)}",5
71,R3G64S1,polygon,NO_OBJ_4,Red,"(0, 0, 255)",2,203,172,"[[101 166]
 [208  69]
 [303 284]
 [304 284]]","(203, 172)",16051.0,235,31675.02,"{'Tag_0': (101, 166), 'Tag_1': (208, 69), 'Tag_2': (303, 284), 'Tag_3': (304, 284), 'Center_tag': (203, 172)}",5
72,R3G45S1,polygon,OBJ_1,Red,"(0, 0, 255)",2,324,76,"[[232   8]
 [423  12]
 [319 224]
 [319 222]]",[324  81],20367.0,240,35802.38,"{'Tag_0': (232, 8), 'Tag_1': (423, 12), 'Tag_2': (319, 224), 'Tag_3': (319, 222), 'Center_tag': (324, 81)}",5
73,R3G45S1,polygon,OBJ_2,Red,"(0, 0, 255)",2,424,128,"[[421  17]
 [531 170]
 [318 223]
 [319 221]]",[423 136],19209.5,230,35773.77,"{'Tag_0': (421, 17), 'Tag_1': (531, 170), 'Tag_2': (318, 223), 'Tag_3': (319, 221), 'Center_tag': (423, 136)}",5
74,R3G45S1,polygon,NO_OBJ_1,Red,"(0, 0, 255)",2,459,231,"[[535 169]
 [525 295]
 [320 223]]",[460 229],13275.0,226,28498.84,"{'Tag_0': (535, 169), 'Tag_1': (525, 295), 'Tag_2': (320, 223), 'Center_tag': (460, 229)}",5
75,R3G45S1,polygon,NO_OBJ_2,Red,"(0, 0, 255)",2,423,307,"[[523 295]
 [408 418]
 [319 223]]",[416 312],16686.0,216,28689.27,"{'Tag_0': (523, 295), 'Tag_1': (408, 418), 'Tag_2': (319, 223), 'Center_tag': (416, 312)}",5
76,R3G45S1,polygon,OBJ_3,Red,"(0, 0, 255)",2,316,351,"[[408 419]
 [233 417]
 [319 223]]",[320 353],17061.0,215,35268.58,"{'Tag_0': (408, 419), 'Tag_1': (233, 417), 'Tag_2': (319, 223), 'Center_tag': (320, 353)}",5
77,R3G45S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,222,308,"[[233 417]
 [115 284]
 [319 225]
 [319 224]]","(222, 308)",17004.0,212,33555.67,"{'Tag_0': (233, 417), 'Tag_1': (115, 284), 'Tag_2': (319, 225), 'Tag_3': (319, 224), 'Center_tag': (222, 308)}",5
78,R3G45S1,polygon,NO_OBJ_3,Red,"(0, 0, 255)",2,179,208,"[[113 282]
 [121 126]
 [319 225]
 [320 227]]",[185 211],16074.5,242,34710.11,"{'Tag_0': (113, 282), 'Tag_1': (121, 126), 'Tag_2': (319, 225), 'Tag_3': (320, 227), 'Center_tag': (185, 211)}",5
79,R3G45S1,polygon,NO_OBJ_4,Red,"(0, 0, 255)",2,225,121,"[[121 127]
 [234  15]
 [320 222]
 [321 223]]","(225, 121)",16563.5,225,32686.39,"{'Tag_0': (121, 127), 'Tag_1': (234, 15), 'Tag_2': (320, 222), 'Tag_3': (321, 223), 'Center_tag': (225, 121)}",5
80,R3G0S1,polygon,OBJ_1,Red,"(0, 0, 255)",2,318,98,"[[232  21]
 [411  25]
 [313 248]
 [312 248]]","(318, 98)",20268.0,243,39996.84,"{'Tag_0': (232, 21), 'Tag_1': (411, 25), 'Tag_2': (313, 248), 'Tag_3': (312, 248), 'Center_tag': (318, 98)}",5
81,R3G0S1,polygon,NO_OBJ_1,Red,"(0, 0, 255)",2,410,145,"[[406  39]
 [513 151]
 [313 247]]","(410, 145)",16336.0,227,32237.44,"{'Tag_0': (406, 39), 'Tag_1': (513, 151), 'Tag_2': (313, 247), 'Center_tag': (410, 145)}",5
82,R3G0S1,polygon,OBJ_2,Red,"(0, 0, 255)",2,440,244,"[[509 154]
 [495 352]
 [313 246]]",[439 250],18760.0,216,33812.21,"{'Tag_0': (509, 154), 'Tag_1': (495, 352), 'Tag_2': (313, 246), 'Center_tag': (439, 250)}",5
83,R3G0S1,polygon,NO_OBJ_2,Red,"(0, 0, 255)",2,399,343,"[[494 357]
 [399 452]
 [314 250]
 [315 247]]",[401 351],13956.0,208,24129.73,"{'Tag_0': (494, 357), 'Tag_1': (399, 452), 'Tag_2': (314, 250), 'Tag_3': (315, 247), 'Center_tag': (401, 351)}",5
84,R3G0S1,polygon,OBJ_3,Red,"(0, 0, 255)",2,308,375,"[[401 449]
 [205 448]
 [312 251]
 [315 249]]",[306 381],19745.5,217,35402.77,"{'Tag_0': (401, 449), 'Tag_1': (205, 448), 'Tag_2': (312, 251), 'Tag_3': (315, 249), 'Center_tag': (306, 381)}",5
85,R3G0S1,polygon,NO_OBJ_3,Red,"(0, 0, 255)",2,209,337,"[[206 443]
 [100 323]
 [313 249]
 [314 249]]",[206 338],16799.0,226,33524.1,"{'Tag_0': (206, 443), 'Tag_1': (100, 323), 'Tag_2': (313, 249), 'Tag_3': (314, 249), 'Center_tag': (206, 338)}",5
86,R3G0S1,polygon,OBJ_4,Red,"(0, 0, 255)",2,171,232,"[[ 98 325]
 [106 123]
 [312 250]
 [314 247]]","(171, 232)",21068.0,242,41575.56,"{'Tag_0': (98, 325), 'Tag_1': (106, 123), 'Tag_2': (312, 250), 'Tag_3': (314, 247), 'Center_tag': (171, 232)}",5
